"pol","day"
0,2019-06-02
-0.5,2019-06-02
0,2019-06-02
0.707106781186547,2019-06-02
0,2019-06-02
-1,2019-06-02
NA,2019-06-02
0,2019-06-02
0,2019-06-02
0,2019-06-02
-0.447213595499958,2019-06-02
-0.377964473009227,2019-06-02
0,2019-06-02
0,2019-06-02
0.707106781186547,2019-06-02
0.707106781186547,2019-06-02
-0.707106781186547,2019-06-02
-0.603022689155527,2019-06-02
0.577350269189626,2019-06-02
-0.534522483824849,2019-06-02
0,2019-06-02
0,2019-06-02
0.5,2019-06-02
0,2019-06-02
0,2019-06-02
0,2019-06-02
0,2019-06-02
-0.447213595499958,2019-06-02
NA,2019-06-02
0,2019-06-02
-0.377964473009227,2019-06-02
-0.447213595499958,2019-06-02
0,2019-06-02
0,2019-06-02
0,2019-06-02
0,2019-06-02
-0.447213595499958,2019-06-02
-0.447213595499958,2019-06-02
-0.408248290463863,2019-06-02
0,2019-06-02
-0.707106781186547,2019-06-02
0,2019-06-02
0,2019-06-02
0,2019-06-02
0,2019-06-02
-0.0866025403784439,2019-06-02
-0.408248290463863,2019-06-02
0,2019-06-02
0.5,2019-06-02
0.316227766016838,2019-06-02
-0.41702882811415,2019-06-02
-0.577350269189626,2019-06-02
0.218217890235992,2019-06-02
-1,2019-06-02
-0.632455532033676,2019-06-02
-0.447213595499958,2019-06-02
0,2019-06-02
-0.603022689155527,2019-06-02
-0.534522483824849,2019-06-02
-0.139262124764558,2019-06-02
-0.408248290463863,2019-06-02
-1,2019-06-02
0,2019-06-02
0,2019-06-02
0,2019-06-02
0,2019-06-02
-0.2,2019-06-02
-0.221880078490092,2019-06-02
0,2019-06-02
-0.277350098112615,2019-06-02
0.377964473009227,2019-06-02
NA,2019-06-02
-0.5,2019-06-02
0,2019-06-02
0,2019-06-02
0,2019-06-02
-0.447213595499958,2019-06-02
NA,2019-06-02
0,2019-06-02
0,2019-06-02
-0.577350269189626,2019-06-02
0.5,2019-06-02
0,2019-06-02
0.816496580927726,2019-06-02
0,2019-06-02
0,2019-06-02
-0.408248290463863,2019-06-02
0,2019-06-02
0,2019-06-02
0,2019-06-02
0,2019-06-02
0,2019-06-02
-1.13841995766062,2019-06-02
0,2019-06-02
0,2019-06-02
0,2019-06-02
0.516397779494322,2019-06-02
0.654653670707977,2019-06-02
0.707106781186547,2019-06-02
0.707106781186547,2019-06-02
0.707106781186547,2019-06-02
-0.267261241912424,2019-06-02
0.301511344577764,2019-06-02
0.755928946018454,2019-06-02
-0.277350098112615,2019-06-02
0,2019-06-02
0,2019-06-02
0,2019-06-02
0,2019-06-02
-0.377964473009227,2019-06-02
0.377964473009227,2019-06-02
0,2019-06-02
0,2019-06-02
-0.666666666666667,2019-06-02
0,2019-06-02
0.894427190999916,2019-06-02
0.755928946018454,2019-06-02
0,2019-06-02
0.804984471899924,2019-06-02
0,2019-06-02
-0.288675134594813,2019-06-02
-0.218217890235992,2019-06-02
0,2019-06-02
-0.176776695296637,2019-06-02
0,2019-06-02
-0.223606797749979,2019-06-02
0,2019-06-02
-0.755928946018454,2019-06-02
0,2019-06-02
0.666666666666667,2019-06-02
0,2019-06-02
0,2019-06-02
0,2019-06-02
0,2019-06-02
-0.707106781186547,2019-06-02
-0.577350269189626,2019-06-02
-0.408248290463863,2019-06-02
-0.707106781186547,2019-06-02
0,2019-06-02
0,2019-06-02
0,2019-06-02
0,2019-06-02
0,2019-06-02
0.447213595499958,2019-06-02
0.333333333333333,2019-06-02
0.408248290463863,2019-06-02
-0.25,2019-06-02
0.333333333333333,2019-06-02
0,2019-06-02
0,2019-06-02
0.301511344577764,2019-06-02
0,2019-06-02
0,2019-06-02
0.5,2019-06-02
-0.577350269189626,2019-06-02
-0.447213595499958,2019-06-02
-0.229415733870562,2019-06-02
0,2019-06-02
0,2019-06-02
-0.447213595499958,2019-06-02
0,2019-06-02
-0.816496580927726,2019-06-02
0,2019-06-02
-0.466666666666667,2019-06-02
-0.377964473009227,2019-06-02
-0.707106781186547,2019-06-02
0,2019-06-02
0,2019-06-02
0.277350098112615,2019-06-02
0,2019-06-02
0,2019-06-02
0,2019-06-02
0,2019-06-02
0,2019-06-02
0.316227766016838,2019-06-02
-0.316227766016838,2019-06-02
-0.25298221281347,2019-06-02
0,2019-06-02
0,2019-06-02
0.577350269189626,2019-06-02
0,2019-06-02
0.447213595499958,2019-06-02
-0.5,2019-06-02
0,2019-06-02
0,2019-06-02
0,2019-06-02
0,2019-06-02
1.03923048454133,2019-06-02
0,2019-06-02
-1.08544084047995,2019-06-02
0,2019-06-02
-0.408248290463863,2019-06-02
0.426401432711221,2019-06-02
0,2019-06-03
-1.13389341902768,2019-06-03
0,2019-06-03
0,2019-06-03
NA,2019-06-03
-0.832050294337844,2019-06-03
NA,2019-06-04
NA,2019-06-05
NA,2019-06-06
NA,2019-06-07
NA,2019-06-08
NA,2019-06-09
NA,2019-06-10
NA,2019-06-11
NA,2019-06-12
NA,2019-06-13
NA,2019-06-14
NA,2019-06-15
NA,2019-06-16
NA,2019-06-17
NA,2019-06-18
NA,2019-06-19
NA,2019-06-20
NA,2019-06-21
NA,2019-06-22
NA,2019-06-23
NA,2019-06-24
NA,2019-06-25
NA,2019-06-26
NA,2019-06-27
NA,2019-06-28
NA,2019-06-29
NA,2019-06-30
NA,2019-07-01
NA,2019-07-02
NA,2019-07-03
NA,2019-07-04
NA,2019-07-05
NA,2019-07-06
NA,2019-07-07
NA,2019-07-08
NA,2019-07-09
NA,2019-07-10
NA,2019-07-11
NA,2019-07-12
NA,2019-07-13
NA,2019-07-14
NA,2019-07-15
NA,2019-07-16
NA,2019-07-17
NA,2019-07-18
NA,2019-07-19
NA,2019-07-20
NA,2019-07-21
NA,2019-07-22
NA,2019-07-23
NA,2019-07-24
NA,2019-07-25
NA,2019-07-26
0,2019-07-27
NA,2019-07-28
NA,2019-07-29
NA,2019-07-30
NA,2019-07-31
NA,2019-08-01
NA,2019-08-02
NA,2019-08-03
NA,2019-08-04
NA,2019-08-05
NA,2019-08-06
NA,2019-08-07
NA,2019-08-08
NA,2019-08-09
NA,2019-08-10
NA,2019-08-11
NA,2019-08-12
NA,2019-08-13
NA,2019-08-14
NA,2019-08-15
NA,2019-08-16
NA,2019-08-17
NA,2019-08-18
NA,2019-08-19
NA,2019-08-20
NA,2019-08-21
NA,2019-08-22
NA,2019-08-23
NA,2019-08-24
NA,2019-08-25
NA,2019-08-26
NA,2019-08-27
NA,2019-08-28
NA,2019-08-29
NA,2019-08-30
NA,2019-08-31
NA,2019-09-01
NA,2019-09-02
NA,2019-09-03
NA,2019-09-04
NA,2019-09-05
NA,2019-09-06
NA,2019-09-07
NA,2019-09-08
NA,2019-09-09
NA,2019-09-10
NA,2019-09-11
NA,2019-09-12
NA,2019-09-13
NA,2019-09-14
NA,2019-09-15
NA,2019-09-16
NA,2019-09-17
NA,2019-09-18
NA,2019-09-19
NA,2019-09-20
NA,2019-09-21
NA,2019-09-22
NA,2019-09-23
NA,2019-09-24
NA,2019-09-25
NA,2019-09-26
NA,2019-09-27
NA,2019-09-28
NA,2019-09-29
NA,2019-09-30
NA,2019-10-01
NA,2019-10-02
NA,2019-10-03
NA,2019-10-04
NA,2019-10-05
NA,2019-10-06
NA,2019-10-07
NA,2019-10-08
NA,2019-10-09
NA,2019-10-10
NA,2019-10-11
NA,2019-10-12
NA,2019-10-13
NA,2019-10-14
NA,2019-10-15
NA,2019-10-16
NA,2019-10-17
NA,2019-10-18
NA,2019-10-19
NA,2019-10-20
NA,2019-10-21
NA,2019-10-22
NA,2019-10-23
NA,2019-10-24
NA,2019-10-25
NA,2019-10-26
NA,2019-10-27
NA,2019-10-28
NA,2019-10-29
NA,2019-10-30
NA,2019-10-31
NA,2019-11-01
NA,2019-11-02
NA,2019-11-03
NA,2019-11-04
NA,2019-11-05
NA,2019-11-06
NA,2019-11-07
NA,2019-11-08
NA,2019-11-09
NA,2019-11-10
NA,2019-11-11
NA,2019-11-12
NA,2019-11-13
NA,2019-11-14
NA,2019-11-15
NA,2019-11-16
NA,2019-11-17
NA,2019-11-18
NA,2019-11-19
NA,2019-11-20
NA,2019-11-21
NA,2019-11-22
NA,2019-11-23
NA,2019-11-24
NA,2019-11-25
NA,2019-11-26
NA,2019-11-27
NA,2019-11-28
NA,2019-11-29
NA,2019-11-30
NA,2019-12-01
NA,2019-12-02
NA,2019-12-03
NA,2019-12-04
NA,2019-12-05
NA,2019-12-06
NA,2019-12-07
NA,2019-12-08
NA,2019-12-09
NA,2019-12-10
NA,2019-12-11
NA,2019-12-12
NA,2019-12-13
NA,2019-12-14
NA,2019-12-15
NA,2019-12-16
NA,2019-12-17
NA,2019-12-18
NA,2019-12-19
NA,2019-12-20
NA,2019-12-21
NA,2019-12-22
NA,2019-12-23
NA,2019-12-24
NA,2019-12-25
NA,2019-12-26
NA,2019-12-27
NA,2019-12-28
NA,2019-12-29
NA,2019-12-30
NA,2019-12-31
NA,2020-01-01
NA,2020-01-02
NA,2020-01-03
NA,2020-01-04
NA,2020-01-05
NA,2020-01-06
NA,2020-01-07
NA,2020-01-08
NA,2020-01-09
NA,2020-01-10
NA,2020-01-11
NA,2020-01-12
NA,2020-01-13
NA,2020-01-14
NA,2020-01-15
NA,2020-01-16
NA,2020-01-17
NA,2020-01-18
NA,2020-01-19
NA,2020-01-20
NA,2020-01-21
NA,2020-01-22
NA,2020-01-23
NA,2020-01-24
NA,2020-01-25
NA,2020-01-26
NA,2020-01-27
NA,2020-01-28
NA,2020-01-29
NA,2020-01-30
NA,2020-01-31
NA,2020-02-01
NA,2020-02-02
NA,2020-02-03
NA,2020-02-04
NA,2020-02-05
NA,2020-02-06
NA,2020-02-07
NA,2020-02-08
NA,2020-02-09
NA,2020-02-10
NA,2020-02-11
NA,2020-02-12
NA,2020-02-13
NA,2020-02-14
NA,2020-02-15
NA,2020-02-16
NA,2020-02-17
NA,2020-02-18
NA,2020-02-19
NA,2020-02-20
NA,2020-02-21
NA,2020-02-22
NA,2020-02-23
NA,2020-02-24
NA,2020-02-25
NA,2020-02-26
NA,2020-02-27
NA,2020-02-28
NA,2020-02-29
NA,2020-03-01
NA,2020-03-02
NA,2020-03-03
NA,2020-03-04
NA,2020-03-05
NA,2020-03-06
NA,2020-03-07
NA,2020-03-08
NA,2020-03-09
NA,2020-03-10
NA,2020-03-11
NA,2020-03-12
NA,2020-03-13
NA,2020-03-14
NA,2020-03-15
NA,2020-03-16
NA,2020-03-17
NA,2020-03-18
NA,2020-03-19
NA,2020-03-20
0,2020-03-21
0.333333333333333,2020-03-21
0,2020-03-21
0,2020-03-21
0.5,2020-03-21
0,2020-03-21
0,2020-03-21
0,2020-03-21
-0.755928946018454,2020-03-21
-0.5,2020-03-21
0,2020-03-21
0,2020-03-21
0,2020-03-21
-0.5,2020-03-21
0,2020-03-21
-1,2020-03-21
0,2020-03-21
0.353553390593274,2020-03-21
-0.707106781186547,2020-03-21
0,2020-03-21
0,2020-03-21
0,2020-03-21
0,2020-03-21
0,2020-03-21
-0.5,2020-03-21
NA,2020-03-21
-0.353553390593274,2020-03-21
0.408248290463863,2020-03-21
0.707106781186547,2020-03-21
0,2020-03-21
-0.577350269189626,2020-03-21
0,2020-03-21
0,2020-03-21
-0.516397779494322,2020-03-21
0,2020-03-21
-0.267261241912424,2020-03-21
-0.397359707119513,2020-03-21
0,2020-03-21
NA,2020-03-21
0,2020-03-21
0,2020-03-21
0,2020-03-21
0,2020-03-21
0,2020-03-21
0,2020-03-21
0,2020-03-21
0,2020-03-21
0,2020-03-21
0,2020-03-21
0,2020-03-21
-0.707106781186547,2020-03-21
0,2020-03-21
0,2020-03-21
-0.707106781186547,2020-03-21
-1.1589891345278,2020-03-21
-0.408248290463863,2020-03-21
-0.707106781186547,2020-03-21
0,2020-03-21
-0.5,2020-03-21
0,2020-03-21
0,2020-03-21
0,2020-03-21
0.707106781186547,2020-03-21
-0.377964473009227,2020-03-21
0,2020-03-21
-1,2020-03-21
0,2020-03-21
0,2020-03-21
0,2020-03-21
0,2020-03-21
0,2020-03-21
0,2020-03-21
0,2020-03-21
0,2020-03-21
0,2020-03-21
0,2020-03-21
0,2020-03-21
0.333333333333333,2020-03-21
0,2020-03-21
-0.816496580927726,2020-03-21
-0.41702882811415,2020-03-21
-0.436435780471985,2020-03-21
0.384900179459751,2020-03-21
0,2020-03-21
-0.632455532033676,2020-03-21
-0.564076074817766,2020-03-21
0,2020-03-21
-0.666666666666667,2020-03-21
-0.774596669241483,2020-03-21
-0.353553390593274,2020-03-21
0.447213595499958,2020-03-21
0,2020-03-21
0,2020-03-21
0.353553390593274,2020-03-21
-0.577350269189626,2020-03-21
0,2020-03-21
0,2020-03-21
-1,2020-03-21
0.707106781186547,2020-03-21
0.218217890235992,2020-03-21
0,2020-03-21
-0.447213595499958,2020-03-21
-0.671317113342619,2020-03-21
-0.408248290463863,2020-03-21
-0.804984471899924,2020-03-21
-0.666666666666667,2020-03-21
-1.09696551146029,2020-03-21
0,2020-03-21
-1.15494107593803,2020-03-21
-0.353553390593274,2020-03-21
-1,2020-03-21
0,2020-03-21
-0.768221279597376,2020-03-21
0.223606797749979,2020-03-21
0,2020-03-21
0,2020-03-21
1.5,2020-03-21
0.408248290463863,2020-03-21
-0.277350098112615,2020-03-21
0,2020-03-21
NA,2020-03-21
-0.816496580927726,2020-03-21
0.612372435695795,2020-03-21
-0.333333333333333,2020-03-21
-0.816496580927726,2020-03-21
0.707106781186547,2020-03-21
0,2020-03-21
0.5,2020-03-21
-0.801783725737273,2020-03-21
0,2020-03-21
-0.267261241912424,2020-03-21
-0.288675134594813,2020-03-21
-0.632455532033676,2020-03-21
0,2020-03-21
-0.2,2020-03-21
0.436435780471985,2020-03-21
-0.673817371953461,2020-03-21
-0.666666666666667,2020-03-21
0,2020-03-21
0,2020-03-21
0.316227766016838,2020-03-21
0.577350269189626,2020-03-21
-0.45,2020-03-21
0.0666666666666667,2020-03-21
0,2020-03-21
-0.277350098112615,2020-03-21
-0.408248290463863,2020-03-21
0,2020-03-21
0,2020-03-21
0.277350098112615,2020-03-21
0,2020-03-21
NA,2020-03-21
0,2020-03-21
0.707106781186547,2020-03-21
0,2020-03-21
-1.34164078649987,2020-03-21
0,2020-03-21
-0.577350269189626,2020-03-21
0,2020-03-21
-1.01840210974981,2020-03-21
-1.10940039245046,2020-03-21
0,2020-03-21
-0.666666666666667,2020-03-21
-1.08423039781937,2020-03-21
-0.6,2020-03-21
-0.707106781186547,2020-03-21
-0.333333333333333,2020-03-21
0.408248290463863,2020-03-21
0.471404520791032,2020-03-21
0,2020-03-21
0,2020-03-21
0,2020-03-21
-1.30930734141595,2020-03-21
-1.07517440445725,2020-03-21
0,2020-03-21
0,2020-03-21
0.447213595499958,2020-03-21
0,2020-03-21
0,2020-03-21
0,2020-03-21
-0.942809041582063,2020-03-21
-0.267261241912424,2020-03-21
-0.333333333333333,2020-03-21
0.377964473009227,2020-03-21
0,2020-03-21
0,2020-03-21
-0.707106781186547,2020-03-21
0,2020-03-21
-1,2020-03-21
0.277350098112615,2020-03-22
1.3856406460551,2020-03-22
-0.301511344577764,2020-03-22
-0.5,2020-03-22
-0.485071250072666,2020-03-22
0,2020-03-22
-0.816496580927726,2020-03-22
0.156173761888606,2020-03-22
0,2020-03-22
0,2020-03-22
0,2020-03-22
-0.408248290463863,2020-03-23
-0.707106781186547,2020-03-23
0,2020-03-23
0,2020-03-23
0,2020-03-23
0,2020-03-23
0,2020-03-23
0,2020-03-23
0,2020-03-23
0,2020-03-23
0,2020-03-24
-0.436435780471985,2020-03-24
-0.235702260395516,2020-03-24
-0.301511344577764,2020-03-24
0,2020-03-24
0,2020-03-24
-0.242535625036333,2020-03-24
-0.688247201611685,2020-03-24
0.353553390593274,2020-03-24
-0.577350269189626,2020-03-24
-0.801783725737273,2020-03-24
0.816496580927726,2020-03-24
0,2020-03-24
-0.534522483824849,2020-03-24
0,2020-03-24
0.632455532033676,2020-03-24
-0.534522483824849,2020-03-24
-0.904534033733291,2020-03-24
0.267261241912424,2020-03-24
0.204124145231932,2020-03-24
0.408248290463863,2020-03-24
-0.722956891292051,2020-03-24
-0.894427190999916,2020-03-24
0,2020-03-24
0,2020-03-24
0,2020-03-24
0.670820393249937,2020-03-24
0.959166304662544,2020-03-24
0,2020-03-24
-0.612372435695795,2020-03-24
-0.277350098112615,2020-03-24
-0.866025403784439,2020-03-24
-0.5,2020-03-25
0,2020-03-25
-0.686802819743445,2020-03-25
0,2020-03-25
0.188982236504614,2020-03-25
0,2020-03-25
-0.654653670707977,2020-03-25
-0.267261241912424,2020-03-25
-0.755928946018454,2020-03-25
0,2020-03-25
0,2020-03-25
0.755928946018454,2020-03-25
0.288675134594813,2020-03-25
0.259807621135332,2020-03-25
0,2020-03-25
-0.316227766016838,2020-03-25
-0.902134221635646,2020-03-25
0.447213595499958,2020-03-25
0,2020-03-25
0,2020-03-25
-0.670820393249937,2020-03-25
-1.36067210283322,2020-03-25
0.755928946018454,2020-03-25
0.707106781186547,2020-03-25
0,2020-03-25
0,2020-03-25
0,2020-03-25
-0.755928946018454,2020-03-25
0.894427190999916,2020-03-25
-1.17851130197758,2020-03-25
0,2020-03-25
0,2020-03-25
0.676982337100284,2020-03-25
0,2020-03-25
-0.447213595499958,2020-03-25
0.188982236504614,2020-03-25
-0.755928946018454,2020-03-25
0.844231764817738,2020-03-25
-0.316227766016838,2020-03-25
0.707106781186547,2020-03-25
0,2020-03-25
-1.13389341902768,2020-03-25
0.707106781186547,2020-03-25
0,2020-03-25
0.301511344577764,2020-03-25
0,2020-03-25
-0.5,2020-03-25
0.408248290463863,2020-03-25
0,2020-03-26
0.894427190999916,2020-03-26
0,2020-03-26
0.447213595499958,2020-03-26
-0.333333333333333,2020-03-26
0.2,2020-03-26
0.707106781186547,2020-03-26
0.707106781186547,2020-03-26
-0.377964473009227,2020-03-26
-0.316227766016838,2020-03-26
0.554700196225229,2020-03-26
0,2020-03-26
-0.302371578407382,2020-03-26
-0.554700196225229,2020-03-26
-0.377964473009227,2020-03-26
-0.970142500145332,2020-03-26
0,2020-03-26
-0.688247201611685,2020-03-26
-0.316227766016838,2020-03-26
0.707106781186547,2020-03-26
-0.866025403784439,2020-03-26
0.755928946018454,2020-03-26
0,2020-03-26
0,2020-03-26
0,2020-03-26
-0.447213595499958,2020-03-26
0.288675134594813,2020-03-26
-0.25,2020-03-26
0,2020-03-26
0,2020-03-26
0.447213595499958,2020-03-26
0.707106781186547,2020-03-26
-0.666666666666667,2020-03-26
0,2020-03-26
0.447213595499958,2020-03-26
-0.707106781186547,2020-03-26
0,2020-03-26
-0.755928946018454,2020-03-26
-0.577350269189626,2020-03-26
-0.353553390593274,2020-03-26
-0.881917103688197,2020-03-26
0.223606797749979,2020-03-26
0,2020-03-26
0.277350098112615,2020-03-26
0.353553390593274,2020-03-26
-0.639602149066831,2020-03-26
-1,2020-03-26
-0.5,2020-03-26
-0.557086014531156,2020-03-26
-0.5,2020-03-26
0.844231764817738,2020-03-26
0,2020-03-26
0.5,2020-03-26
-0.288675134594813,2020-03-26
0,2020-03-26
0,2020-03-26
-0.218217890235992,2020-03-26
-0.458831467741123,2020-03-26
-0.707106781186547,2020-03-26
0,2020-03-26
0.267261241912424,2020-03-26
-0.316227766016838,2020-03-26
0,2020-03-26
-0.408248290463863,2020-03-26
0,2020-03-26
0,2020-03-26
0,2020-03-26
0.377964473009227,2020-03-26
0,2020-03-26
-0.301511344577764,2020-03-26
0.707106781186547,2020-03-26
0,2020-03-26
0,2020-03-26
0,2020-03-26
0.377964473009227,2020-03-26
0.353553390593274,2020-03-26
-0.894427190999916,2020-03-26
-0.5,2020-03-26
-0.577350269189626,2020-03-26
0,2020-03-26
0,2020-03-26
0.707106781186547,2020-03-26
0,2020-03-26
0,2020-03-26
-0.267261241912424,2020-03-26
0,2020-03-26
0,2020-03-26
-0.377964473009227,2020-03-26
-0.447213595499958,2020-03-26
0,2020-03-26
0,2020-03-26
0,2020-03-26
0.353553390593274,2020-03-26
0.666666666666667,2020-03-26
0,2020-03-26
-0.333333333333333,2020-03-26
0.2,2020-03-27
NA,2020-03-27
-0.41702882811415,2020-03-27
-0.277350098112615,2020-03-27
NA,2020-03-27
0,2020-03-27
0,2020-03-27
0,2020-03-27
0.755928946018454,2020-03-27
0,2020-03-27
0,2020-03-27
0,2020-03-27
0,2020-03-27
0.408248290463863,2020-03-27
0,2020-03-27
0,2020-03-27
0.1,2020-03-27
0.707106781186547,2020-03-27
0.534522483824849,2020-03-27
-1.06066017177982,2020-03-27
0.316227766016838,2020-03-27
-0.707106781186547,2020-03-27
0.5,2020-03-27
-0.408248290463863,2020-03-27
-0.242535625036333,2020-03-27
0,2020-03-27
0,2020-03-27
0.894427190999916,2020-03-27
0.206559111797729,2020-03-27
0,2020-03-27
-0.408248290463863,2020-03-27
-0.353553390593274,2020-03-27
0,2020-03-27
0,2020-03-27
-0.474341649025257,2020-03-27
-0.5,2020-03-27
-0.5,2020-03-27
-0.707106781186547,2020-03-27
-0.894427190999916,2020-03-27
0.223606797749979,2020-03-27
-0.816496580927726,2020-03-27
0,2020-03-27
-0.229415733870562,2020-03-27
0,2020-03-27
0,2020-03-27
-0.447213595499958,2020-03-27
-0.447213595499958,2020-03-27
0,2020-03-27
0,2020-03-27
0,2020-03-27
1.0285912696499,2020-03-27
0,2020-03-27
0,2020-03-27
0.333333333333333,2020-03-27
0,2020-03-27
0,2020-03-27
0.408248290463863,2020-03-27
-0.258198889747161,2020-03-27
0,2020-03-27
0.447213595499958,2020-03-27
0,2020-03-27
0,2020-03-27
0,2020-03-27
0.659966329107444,2020-03-27
0,2020-03-27
-0.204124145231932,2020-03-27
0,2020-03-28
-0.301511344577764,2020-03-28
0.277350098112615,2020-03-28
1.97989898732233,2020-03-28
-0.25,2020-03-28
0,2020-03-28
-0.894427190999916,2020-03-29
-0.377964473009227,2020-03-29
-0.277350098112615,2020-03-29
-0.6,2020-03-29
0,2020-03-29
0,2020-03-29
-0.472455591261534,2020-03-29
0.707106781186547,2020-03-29
0,2020-03-29
